folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxacuse,"Last night, were your windows open?","",choices,"",yndk,mros_clinical_interview_form,"","",mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxbedtm,What time did you go to bed (lay down and turn off the lights) last night?,"",time,"","",mros_clinical_interview_form;sleep_timing,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxbeer,How many bottles or cans of beer (12 oz.) did you have during the 4 hours before you went to sleep last night?,"",numeric,beers,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxcig,How many cigarettes did you smoke during the 4 hours before you went to sleep last night?,"",numeric,cigarettes,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxcigar,How many cigars did you smoke during the 4 hours before you went to sleep last night?,"",numeric,cigars,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxcoff,How many cups of regular coffee (with caffeine) did you have during the 4 hours before you went to sleep last night?,"",numeric,cups,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxfall,How long did it take you to fall asleep at bedtime last night?,"",numeric,minutes,"",mros_clinical_interview_form;sleep_latency,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxinter,Did this interfere with your sleep last night?,"",choices,"",yndk,mros_clinical_interview_form;sleep_disturbance,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxliq,How many drinks with hard liquor (1 shot) did you have during the 4 hours before you went to sleep last night?,"",numeric,drinks,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxpipe,How many pipe bowls did you smoke during the 4 hours before you went to sleep last night?,"",numeric,pipe bowls,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxqual1,My sleep last night was light or deep?,"",choices,"",numb3x,mros_clinical_interview_form;sleep_quality,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxqual2,My sleep last night was short or long?,"",choices,"",numb3x,mros_clinical_interview_form;sleep_duration,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxqual3,My sleep last night was restless or restful?,"",choices,"",numb3x,mros_clinical_interview_form;sleep_quality,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxslarr,What was your sleeping arrangement last night?,"",choices,"",bptypex,mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxslpmn,How much time do you think you actually slept last night?,"",numeric,minutes,"",mros_clinical_interview_form;sleep_duration,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxsoda,How many glasses or cans of cola or other soda (with caffeine) did you have during the 4 hours before you went to sleep last night?,"",numeric,drinks,"",mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxtea,How many cups of team (with caffeine) did you have during the 4 hours before you went to sleep last night?,"",numeric,cups,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxuritm,What time did you collect your urine?,"",time,"","",mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxusual,"Compared to your usual night's sleep, how well did you sleep last night?","",choices,"",slprate,mros_clinical_interview_form;sleep_quality;sleep_satisfaction,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxwin,"Last night, were your windows open?","",choices,"",yndk,mros_clinical_interview_form,"","",mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxwine,How many glasses of wine did you have during the 4 hours before you went to sleep last night?,"",numeric,drinks,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey,poxwktm,What time did you wake up today?,"",time,"","",mros_clinical_interview_form;sleep_timing,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Monitoring/Polysomnography/Heart Rate,pobasehrt,Baseline heart rate reading prior to sleep study started,"",numeric,beats per minute,"","","","",""
Sleep Monitoring/Polysomnography/Heart Rate,pobpmmax,Maximum heart rate in sleep from type II polysomnography,"",numeric,beats per minute,"",maxlvlhr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Heart Rate,pobpmmin,Minimum heart rate in sleep from type II polysomnography,"",numeric,beats per minute,"",minlvlhr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Heart Rate,ponbrslp,Number of bradycardia (sleep time),"",numeric,beats per minute,"","","","",""
Sleep Monitoring/Polysomnography/Heart Rate,ponobrc,Number of bradycardia related to central apnea,"",numeric,"","","","","",""
Sleep Monitoring/Polysomnography/Heart Rate,ponobro,Number of bradycardia related to obstructive apnea,"",numeric,"","","","","",""
Sleep Monitoring/Polysomnography/Heart Rate,ponotca,Number of tachycardia (sleep time),"",numeric,beats per minute,"","","","",""
Sleep Monitoring/Polysomnography/Heart Rate,ponotcc,Number of tachycardia related to central apnea,"",numeric,beats per minute,"","","","",""
Sleep Monitoring/Polysomnography/Heart Rate,ponotco,Number of tachycardia related to obstructive apnea,"",numeric,beats per minute,"","","","",""
Sleep Monitoring/Polysomnography/Limb Movements,poavgplm,Number of periodic limb movements (PLM) per hour of sleep from type II polysomnography,"",numeric,limb movements per hour,"",phrnumpl_sp_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poavplma,Number of periodic limb movements (PLM) with arousal per hour of sleep from type II polysomnography,"",numeric,limb movements per hour,"",phrnumpl_suso_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmanr,Total number of periodic limb movements (PLM) in NREM sleep with arousal from type II polysomnography,"",numeric,limb movements,"",ttlnumpl_snso_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmare,Total number of periodic limb movements (PLM) in REM sleep with arousal from type II polysomnography,"",numeric,limb movements,"",ttlnumpl_srso_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmasl,Total number of periodic limb movements (PLM) with arousal from type II polysomnography,"",numeric,limb movements,"",ttlnumpl_suso_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcad,Total number of periodic limb movement clusters in stage 3/4 sleep with arousal from type II polysomnography,Number of PLM clusters with arousal in delta sleep,numeric,limb movements,"",ttlnumpc_s3so_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcan,Total number of periodic limb movement clusters in NREM sleep with arousal from type II polysomnography,"",numeric,limb movements,"",ttlnumpc_snso_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcar,Total number of periodic limb movement clusters in REM sleep with arousal from type II polysomnography,"",numeric,limb movements,"",ttlnumpc_srso_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcas,Total number of periodic limb movement clusters with arousal from type II polysomnography,"",numeric,limb movements,"",ttlnumpc_suso_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcde,Total number of periodic limb movement clusters in stage 3/4 sleep from type II polysomnography,Number of PLMs clusters in delta sleep,numeric,limb movements,"",ttlnumpc_s3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcnr,Total number of periodic limb movement clusters in NREM sleep from type II polysomnography,"",numeric,limb movements,"",ttlnumpc_sn_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcre,Total number of periodic limb movement clusters in REM sleep from type II polysomnography,"",numeric,limb movements,"",ttlnumpc_sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmcsl,Total number of periodic limb movement clusters in sleep from type II polysomnography,"",numeric,limb movements,"",ttlnumpc_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmdlt,Total number of periodic limb movements in stage 3/4 sleep from type II polysomnography,Number of PLMs in delta sleep,numeric,limb movements,"",ttlnumpl_s3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmnre,Total number of periodic limb movements in NREM sleep from type II polysomnography,"",numeric,limb movements,"",ttlnumpl_sn_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmrem,Total number of periodic limb movements in REM sleep from type II polysomnography,"",numeric,limb movements,"",ttlnumpl_sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Limb Movements,poplmslp,Total number of periodic limb movements in sleep from type II polysomnography,"",numeric,limb movements,"",ttlnumpl_f1t2,"","",""
Sleep Monitoring/Polysomnography/Medical Alerts,poahio50,PSG Quality Assessment: Medical Alert - AHI > 50,Medical Alert for AHI over 50,choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Medical Alerts,pomaoth,PSG Quality Assessment: Medical Alert - Other,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Medical Alerts,posao285,Urgent referral oxygen saturation < 85% for ? 10% TST,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Medical Alerts,pounhro,PSG Quality Assessment: Medical Alert - Urgent/Unusual heart rate,"",choices,"",psgunhrn,"","","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,pobasesat,Baseline oxygen saturation reading prior to sleep study started,"",numeric,percent,"","","","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podes2ph,Total number of oxygen desaturation in sleep with oxygen desaturation >= 2% from type II polysomnography,"",numeric,desaturation events,"",ttlnumds_dsge2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podes3ph,Total number of oxygen desaturation in sleep with oxygen desaturation >= 3% from type II polysomnography,"",numeric,desaturation events,"",ttlumds_dsge3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podes4ph,Total number of oxygen desaturation in sleep with oxygen desaturation >= 4% from type II polysomnography,"",numeric,desaturation events,"",ttlnumds_dsge4_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsnr2,Number of oxygen desaturation per hour in NREM sleep with oxygen desaturation >= 2% from type II polysomnography,"",numeric,events per hour,"",phrnumds_sn_dsge2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsnr3,Number of oxygen desaturation per hour in NREM sleep with oxygen desaturation >= 3% from type II polysomnography,"",numeric,events per hour,"",phrnumds_sn_dsge3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsnr4,Number of oxygen desaturation per hour in NREM sleep with oxygen desaturation >= 4% from type II polysomnography,"",numeric,events per hour,"",phrnumds_sn_dsge4_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsrem2,Number of oxygen desaturation per hour in REM sleep with oxygen desaturation >= 2% from type II polysomnography,"",numeric,events per hour,"",phrnumds_sr_dsge2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsrem3,Number of oxygen desaturation per hour in REM sleep with oxygen desaturation >= 3% from type II polysomnography,"",numeric,events per hour,"",phrnumds_sr_dsge3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsrem4,Number of oxygen desaturation per hour in REM sleep with oxygen desaturation >= 4% from type II polysomnography,"",numeric,events per hour,"",phrnumds_sr_dsge4_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podssa90,Total number of oxygen desaturation with oxygen saturation < 90% in sleep from type II polysomnography,"",numeric,events,"",ttlnumds_su_salt90_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsslp2,Number of oxygen desaturation per hour in sleep with oxygen desaturation >= 2% from type II polysomnography,"",numeric,events per hour,"",phrnumds_dsge2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsslp3,Number of oxygen desaturation per hour in sleep with oxygen desaturation >= 3% from type II polysomnography,"",numeric,events per hour,"",phrnumds_dsge3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,podsslp4,Number of oxygen desaturation per hour in sleep with oxygen desaturation >= 4% from type II polysomnography,"",numeric,events per hour,"",phrnumds_dsge4_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,polsao2n,Minimum oxygen saturation in NREM sleep from type II polysomnography,"",numeric,"","",minlvlsa_sn_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,polsao2r,Minimum oxygen saturation in REM sleep from type II polysomnography,"",numeric,"","",minlvlsa_sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,posao2nr,Average oxygen saturation in NREM sleep from type II polysomnography,"",numeric,percentage of oxygen saturation,"",avglvlsa_sn_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,posao2re,Average oxygen saturation in REM sleep from type II polysomnography,"",numeric,percentage of oxygen saturation,"",avglvlsa_sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,poxsao2n,Maximum oxygen saturation in NREM sleep from type II polysomnography,"",numeric,"","",maxlvlsa_sn_f1t2,"","",""
Sleep Monitoring/Polysomnography/Oxygen Saturation,poxsao2r,Maximum oxygen saturation in REM sleep from type II polysomnography,"",numeric,"","",maxlvlsa_sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Respiratory Event Lengths,poapavgd,Average duration of apnea: all apneas with no oxygen desaturation threshold used and with or without arousal in sleep from type II polysomnography,"",numeric,seconds,"",avgdurap_ap0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Respiratory Event Lengths,pocavgdu,Average duration of central apnea: all central apneas with no oxygen desaturation threshold used and with or without arousal in sleep from type II polysomnography,"",numeric,seconds,"",avgdurca_ca0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Respiratory Event Lengths,poctdur,Total duration of central apnea: all central apneas with no oxygen desaturation threshold used and with or without arousal in sleep from type II polysomnography,"",numeric,minutes,"",ttldurca_ca0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Respiratory Event Lengths,pohavgdu,Average duration of hypopnea: hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal in sleep from type II polysomnography,"",numeric,seconds,"",avgdurhp_hp3x0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Respiratory Event Lengths,polongap,Maximum duration of apnea: all apneas with no oxygen desaturation threshold used and with or without arousal in sleep from type II polysomnography,"",numeric,seconds,"",maxdurap_ap0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Respiratory Event Lengths,polonghy,Maximum duration of hypopnea: hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal in sleep from type II polysomnography,"",numeric,seconds,"",maxdurhp_hp3x0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Respiratory Event Lengths,pooavgdu,Average duration of obstructive apnea: all obstructive apneas with no oxygen desaturation threshold used and with or without arousal in sleep from type II polysomnography,"",numeric,seconds,"",avgduroa_oa0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Signal Quality,poalpdel,Unusual occurrences - alpha intrusion,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poaphyun,Scoring apnea/hypopnea unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poarunr,Scoring arousals unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,pocsbre,Unusual occur - periodic breathing > 10 minutes,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,podlbeg,Data lost at beginning of study,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,podlbw,Data lost - recording ended before wake,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,podlend,Data lost at end of study,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,polagbre,Unusual occur - periodic large breaths,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,pooveral,Overall PSG quality grade,"",choices,"",psgoqg,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poprrem,Scoring REM/NREM unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poprslp,Scoring wake/sleep unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poprstag,No staging available,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poquabdo,Acceptable abdomen signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poquair,Acceptable airflow signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poqucan,Acceptable cannula signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poquches,Acceptable thoracic signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poquchin,Acceptable EMG signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poqueeg1,Acceptable EEG signal quality during sleep,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poqueeg2,Acceptable EEG (secondary) signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poqueogl,Acceptable EOG-L signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poqueogr,Acceptable EOG-R signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poquhr,Acceptable ECG signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poqulegl,Acceptable left leg signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poqulegr,Quality of right leg signal,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poquoxim,Acceptable oximetry signal quality,"",choices,"",psgqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,poremunr,Scoring arousals in REM (only) unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,porespun,Scoring respiratory events (RDI) unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,postg12u,Scoring stage 1 / stage 2 unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality,postg23u,Scoring stage 2 / stage 3-4 unreliable,"",choices,"",yndk,"","","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pohs2t1p,Number of shift (sleep stages shift) from stage 2 to stage 1 sleep per hour of sleep from type II polysomnography,"",numeric,events per hour,"",phrnumsf_s2s1_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pohs342p,Number of shift (sleep stages shift) from stage 3/4 to stage 1/2 sleep per hour of sleep from type II polysomnography,"",numeric,events per hour,"",phrnumsf_s3s1s2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pohstawp,Number of shift (sleep stages shift) from sleep to awake per hour of sleep from type II polysomnography,"",numeric,events per hour,"",phrnumsf_spsw_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsa70,Percentage duration of sleep with oxygen saturation < 70% from type II polysomnography,"",numeric,percent,"",pctdursp_salt70_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsa75,Percentage duration of sleep with oxygen saturation < 75% from type II polysomnography,"",numeric,percent,"",pctdursp_salt75_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsa80,Percentage duration of sleep with oxygen saturation < 80% from type II polysomnography,"",numeric,percent,"",pctdursp_salt80_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsa85,Percentage duration of sleep with oxygen saturation < 85% from type II polysomnography,"",numeric,percent,"",pctdursp_salt85_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsa90,Percentage duration of sleep with oxygen saturation < 90% from type II polysomnography,"",numeric,percent,"",pctdursp_salt90_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsa95,Percentage duration of sleep with oxygen saturation < 95% from type II polysomnography,"",numeric,percent,"",pctdursp_salt95_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsta3,Percentage of total sleep duration: (apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and > 3% oxygen desaturation and with or without arousal) from type II polysomnography,"",numeric,percent,"",pctdursp_ap0uhp3x3u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcstaa,Percentage of total sleep duration: (apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with no oxygen desaturation threhold or with arousal) from type II polysomnography,"",numeric,percent,"",pctdursp_ap0uhp3x0r_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcstad,Percentage of total sleep duration: (apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and > 3% oxygen desaturation or with arousal) from type II polysomnography,"",numeric,percent,"",pctdursp_ap0uhp3x3r_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcstap,Percentage of total sleep duration with apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,"",numeric,percent,"",pctdursp_ap0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,popcsthy,Percentage duration of sleep associated with hypopneas with > 30% flow reduction and with  no oxygen desaturation threshold used and with or without arousal from type II polysomnography,"",numeric,percent,"",pctdursp_hp3x0u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,poremlat,REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake from type II polysomnography,"",numeric,minutes,"",remlaip;poremli;ttlprdsp_s1sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,poremlii,REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake from type II polysomnography,"",numeric,minutes,"",ttldursp_s1sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,posllatp,Sleep Latency: the interval between lights-out/in-bed time and sleep onset time from type II polysomnography,"",numeric,minutes,"",ttllatsp_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,poslpeff,Sleep Efficiency: the proportion of estimated sleep duration in in-bed period from type II polysomnography,"Sleep duration is the interval between sleep onset time and lights on/out-bed time while asleep (i.e. total sleep time, TST), while in-bed period is the interval between lights off/in-bed time and lights on/out-bed time (i.e. time in bed, TIB).",numeric,percent,"",ttleffbd_f1t2,"",true,""
Sleep Monitoring/Polysomnography/Sleep Architecture,poslprdp,Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from type II polysomnography,Conventionally this variable would be called total sleep time (TST)(i.e. total time spent in stage 1 or greater).,numeric,minutes,"",ttldursp_f1t2,"",true,""
Sleep Monitoring/Polysomnography/Sleep Architecture,postdurm,Total Recording Period: the interval between recording start and end time from type II polysomnography,Conventionally this variable would be called total recording time (from the first epoch to the last epoch).,numeric,minutes,"",ttlprdrd_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,postlotp,Beginning(start) point time for bed (in-bed) from type II polysomnography,Lights out time,time,"","",begtimbd_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,postontp,Sleep onset time from type II polysomnography,Conventionally this variable would be called the start of total sleep time (TST)(i.e. total time spent in stage 1 or greater).,time,"","",begtimsp_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,poststtp,Clock time when the recording (study) begins from type II polysomnography,Study start time,time,"","",begtimrd_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potimebd,Total In-bed Period: the interval between lights out/in-bed time and lights off/out-bed time from type II polysomnography,"",numeric,minutes,"",ttlprdbd_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potmrem,Total duration of REM sleep from type II polysomnography,"",numeric,minutes,"",ttldursp_sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potmremp,Percentage of total sleep duration in REM from type II polysomnography,"",numeric,percent,"",pctdursp_sr_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potms34p,Percentage of total sleep duration in Stage 3 and 4 from type II polysomnography,"",numeric,percent,"",pctdursp_s3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potmst1,Total duration of Stage 1 sleep from type II polysomnography,"",numeric,minutes,"",ttldursp_s1_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potmst1p,Percentage of total sleep duration in Stage 1 from type II polysomnography,"",numeric,percent,"",pctdursp_s1_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potmst2,Total duration of Stage 2 sleep from type II polysomnography,"",numeric,minutes,"",ttldursp_s2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potmst2p,Percentage of total sleep duration in Stage 2 from type II polysomnography,"",numeric,percent,"",pctdursp_s2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,potmst34,Total duration of Stage 3 and 4 sleep from type II polysomnography,"",numeric,minutes,"",ttldursp_s3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,powaso,Wake after Sleep Onset: the total duration between sleep onset and sleep offset time while being awake from type II polysomnography,"",numeric,minutes,"",ttldurws_f1t2,"",true,""
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),epcar,Epworth Sleepiness Scale: Chance of dozing as a passenger in a car for an hour without a break,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_4passenger,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),epeat,Epworth Sleepiness Scale: Chance of dozing while sitting quietly after lunch without alcohol,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_7afterlunch,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
