folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),slhburn,"During the past month, how often have you had trouble sleeping because you have heartburn?","",choices,"",psqi,mros_sleep_habits_form,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),sljerk,"During the past month, how often have you had trouble sleeping because you have leg jerks or leg cramps?","",choices,"",psqi,mros_sleep_habits_form;rls_plms,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Sleep Disorder,slinsomn,Has a doctor or health care provider ever told you that you have insomnia?,"",choices,"",check,mros_medical_history_form;insomnia,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disorder,slnarc,Has a doctor or health care provider ever told you that you had narcolepsy?,"",choices,"",check,mros_medical_history_form;narcolepsy,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disorder,slperleg,Has a doctor or health care provider ever told you that you have periodic leg movements?,"",choices,"",check,mros_medical_history_form;rls_plms,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disorder,slrestlg,Has a doctor or health care provider ever told you that you have restless legs?,"",choices,"",check,mros_medical_history_form;rls_plms,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disorder,slsa,Has a doctor or health care provider ever told you that you have sleep apnea (a condition in which breathing stops briefly during sleep)?,"",choices,"",yndk,mros_medical_history_form;sdb,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disorder,slsdoth,Has a doctor or health care provider ever told you that you have an other sleeping disorder?,"",choices,"",check,mros_medical_history_form;sleep_disorder,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disorder,slslpdis,Has a doctor or health care provider ever told you that you have a sleep disorder other than sleep apnea?,"",choices,"",yndk,mros_medical_history_form;sleep_disorder,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disordered Breathing,poxsnort,"During the past month, how often have you had trouble sleeping because of snorting or gasping?","",choices,"",psqi,mros_clinical_interview_form;snore;sdb,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disordered Breathing,sloftsno,How often do you snore now?,"",choices,"",time3x,mros_medical_history_form;snore,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disordered Breathing,slsbtims,How often do you have times when you stop breathing during your sleep?,"",choices,"",time3x,mros_medical_history_form;sdb,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disordered Breathing,slsnore,Have you ever snored (now or at anytime in the past)?,"",choices,"",yndk,mros_medical_history_form;snore,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disordered Breathing,slssurg,Have you had surgery as treatment for you sleep apnea?,"",choices,"",yndk,mros_medical_history_form;sdb,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disordered Breathing,slstopbr,Are there times when you stop breathing during your sleep?,"",choices,"",yndk,mros_medical_history_form;sdb,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),foactiv,Functional Outcomes of Sleep: Activity Level Score (1-4),"Subscore based on 9 items from Functional Outcomes of Sleep Questionnaire. A lower score suggests greater difficulty in activity level. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)",numeric,"","",fosq;fosq_activityscore,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),foproduc,Functional Outcomes of Sleep: General Productivity Score (1-4),"Subscore based on 8 items from Functional Outcomes of Sleep Questionnaire. A lower score suggests greater difficulty in general productivity. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)",numeric,"","",fosq;fosq_genproscore,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosoact1,Functional Outcomes of Sleep: Difficulty being active in evening,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty being as active as you want to be in the evening because you are sleep or tired?",choices,"",fosq,fosq;fosq_22evening,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosoact2,Functional Outcomes of Sleep: Difficulty being active in morning,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty being as active as you want to be in the morning because you are sleepy or tired?",choices,"",fosq,fosq;fosq_23morning,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosoact3,Functional Outcomes of Sleep: Difficulty being active in afternoon,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty being as active as you want to be in the afternoon because you are sleepy or tired?",choices,"",fosq,fosq;fosq_24afternoon,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosocial,Functional Outcomes of Sleep: Social Outcome Score (1-4),"Subscore based on 2 items from Functional Outcomes of Sleep Questionnaire. A lower score suggests greater difficulty in social outcomes.[Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)",numeric,"","",fosq;fosq_socoutscore,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosoconc,Functional Outcomes of Sleep: Difficulty enjoying a concert,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty enjoying a concert because you become sleepy or tired?",choices,"",fosq,fosq;fosq_19concert,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosocoth,Functional Outcomes of Sleep: Difficulty concentrating,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty concentrating on the things you do because you are sleepy or tired?",choices,"",fosq,fosq;fosq_01concentrate,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosodriv,Functional Outcomes of Sleep: Difficulty getting things done (too tired to drive or take public transport),"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty getting things done because you are too sleepy to drive or take public transportation?",choices,"",fosq,fosq;fosq_08transport,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosofam,Functional Outcomes of Sleep: Difficulty doing things with family or friends,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty doing things for your family or friends because you are too sleepy or tired?",choices,"",fosq,fosq;fosq_14social,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosofam1,Functional Outcomes of Sleep: Relationships with family or friends affected,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Has your relationship with family, friends or work colleagues been affected because you are sleepy or tired?",choices,"",fosq2x,fosq;fosq_15relate,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosofin,Functional Outcomes of Sleep: Difficulty with finances and paperwork,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty taking care of financial affairs and doing paperwork (for example, writing checks, paying bills, keeling financial records, filling out tax forms, etc.) because you are sleepy or tired?",choices,"",fosq,fosq;fosq_09finance,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosogact,Functional Outcomes of Sleep: Rate general level of activity,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: How would you rate your general level of activity?",choices,"",fosq3x,fosq;fosq_26active,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosohob,Functional Outcomes of Sleep: Difficulty with hobbies,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty working on a hobby (for example, sewing, collecting, gardening) because you are sleepy or tired?",choices,"",fosq,fosq;fosq_04hobby,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosohous,Functional Outcomes of Sleep: Difficulty with house work,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty doing work around the house (for example, cleaning house, doing laundry, taking out the trash, repair work) because you are sleepy or tired?",choices,"",fosq,fosq;fosq_05house,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosomeal,Functional Outcomes of Sleep: Difficulty finishing meals,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty finishing a meal because you become sleepy or tired?",choices,"",fosq,fosq;fosq_03meal,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosomot1,Functional Outcomes of Sleep: Difficulty operating motor vehicles for short distances (less than 100 miles),"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty operating a motor vehicle for short distances (less than 100 miles) because you are sleepy or tired?",choices,"",fosq,fosq;fosq_06short,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosomot2,Functional Outcomes of Sleep: Difficulty operating motor vehicles for long distances (greater than 100 miles),"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty operating a motor vehicle for long distances (greater than 100 miles) because you are sleepy or tired?",choices,"",fosq,fosq;fosq_07long,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosomov,Functional Outcomes of Sleep: Difficulty watching a movie,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty watching a movie or videotape because you become sleepy or tired?",choices,"",fosq,fosq;fosq_17movie,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosopace,Functional Outcomes of Sleep: Difficulty keeping up with others your age,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty keeping pace with others your own age because you are sleepy or tired?",choices,"",fosq,fosq;fosq_25age,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosophon,Functional Outcomes of Sleep: Difficulty with phone conversation,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question:Do you have difficulty maintaining a telephone conversation because you become sleepy or tired?",choices,"",fosq,fosq;fosq_11phone,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosorelg,Functional Outcomes of Sleep: Difficulty participating in religious activities or in a group or club,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty participating in religious services, meetings or a group or club because you are sleepy or tired?",choices,"",fosq,fosq;fosq_21group,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosorem,Functional Outcomes of Sleep: Difficulty remembering,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you generally have difficulty remembering things because you are sleepy or tired?",choices,"",fosq,fosq;fosq_02remember,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosospor,Functional Outcomes of Sleep: Difficulty exercising,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty exercising or participating in sporting activity because you are too sleepy or tired?",choices,"",fosq,fosq;fosq_16sport,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosothea,Functional Outcomes of Sleep: Difficulty enjoying theater or lecture,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty enjoying the theater or a lecture because you become sleepy or tired?",choices,"",fosq,fosq;fosq_18lecture,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosotv,Functional Outcomes of Sleep: Difficulty watching TV,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty watching television because you are sleepy or tired?",choices,"",fosq,fosq;fosq_20tv,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosovis1,Functional Outcomes of Sleep: Difficulty visiting family or friends in your home,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty visiting with your family or friends in your home because you become sleepy or tired?",choices,"",fosq,fosq;fosq_12athome,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosovis2,Functional Outcomes of Sleep: Difficulty visiting family or friends in their home,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty visiting with your family or friends in their home because you become sleepy or tired?",choices,"",fosq,fosq;fosq_13away,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosowork,Functional Outcomes of Sleep: Difficulty with work,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)<br><br>Original question: Do you have difficulty performing employed or volunteer work because you are sleepy or tired?",choices,"",fosq,fosq;fosq_10work,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fovigil,Functional Outcomes of Sleep: Vigilance Score (1-4),"Subscore based on 7 items from Functional Outcomes of Sleep Questionnaire. A lower score suggests greater difficulty in vigilance. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)",numeric,"","",fosq;fosq_vigilancescore,"","",mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance,fofosq,Functional Outcomes of Sleep: Global Score (5-20),"Summary score based on the sum of the subscale scores of the Functional Outcomes of Sleep Questionnaire, with potential range of 5 to 20. A lower score suggests greater function impairment. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=fosq)",numeric,"","",fosq;fosq_globalscore,"",true,mros1_functional_outcomes_of_sleep_form
Sleep Questionnaires/Sleep Disturbance,poxac,Do you have air conditioning?,"",choices,"",yndk,mros_clinical_interview_form,"","",mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disturbance,poxcough,"During the past month, how often have you had trouble sleeping because of coughing?","",choices,"",psqi,mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disturbance,poxcpain,"During the past month, how often have you had trouble sleeping because of chest pain or discomfort?","",choices,"",psqi,mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disturbance,poxhburn,"During the past month, how often have you had trouble sleeping because of heart burn or reflux?","",choices,"",psqi,mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disturbance,poxnasal,"Did you have nasal stuffiness, obstruction, or discharge last night?","",choices,"",yndk,mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disturbance,poxsbre,"During the past month, how often have you had trouble sleeping because of shortness of breath?","",choices,"",psqi,mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disturbance,poxstuff,"During the past month, how often have you had trouble sleeping because of nasal stuffiness?","",choices,"",psqi,mros_clinical_interview_form,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Sleep Disturbance,pqbadslp,Poor sleeper based on PQPSQI>5,"",choices,"",yndk,mros_clinical_interview_form;sleep_quality;psqi,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Sleep Disturbance,slenrlev,"Using this card, please choose the category that best describes your usually energy level in the past month on a scale of 0 to 10 where 0 is 'no energy' and 10 is 'the most energy' that you have ever had","",choices,"",feel5x,mros_clinical_interview_form;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slfalslp,Difficulty falling asleep in the last month?,"",choices,"",stat30x,mros_clinical_interview_form;insomnia,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slisicat,Insomnia Severity Index: Total Score (categories),"Summary score for the Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/] Each item is scored from 0 to 4. Total score is the sum of all seven items (0 to 28), and catergorized as: absence of insomnia (07), sub-threshold insomnia (814), moderate insomnia (1521), and severe insomnia (2228).<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=isi)",choices,"",isicat,mros_clinical_interview_form;insomnia;isi;isi_total,"","",""
Sleep Questionnaires/Sleep Disturbance,slisiscr,Insomnia Severity Index: Total Score (0-28),"Summary score for the Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/] Each item is scored from 0 to 4. Total score is the sum of all seven items (0 to 28), and catergorized as: absence of insomnia (07), sub-threshold insomnia (814), moderate insomnia (1521), and severe insomnia (2228).<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=isi)",numeric,"","",mros_clinical_interview_form;insomnia;isi;isi_total,"","",""
Sleep Questionnaires/Sleep Disturbance,sllivlev,"During the past month, how lively did you feel?","",choices,"",feel5x,mros_clinical_interview_form;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,sloftn,Have you been feeling unusually tired?,"",choices,"",time23x,mros_clinical_interview_form;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slprintr,"To what extent do you consider your sleep problem to interfere with your daily functioning (e.g., daytime fatigue, ability to function at work/daily chores, concentration, memory, mood, etc.)?","",choices,"",feel3x,mros_clinical_interview_form;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slprnotc,How noticeable to others do you think your sleeping problem is in terms of impairing the quality of your life?,"",choices,"",feel3x,mros_clinical_interview_form;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slprworr,How worried/distressed are you about your sleep problem?,"",choices,"",rate17x,mros_clinical_interview_form;sleep_satisfaction;sleep_quality,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slrested,Rested based on hours slept,"",choices,"",yndk,mros_clinical_interview_form;sleep_satisfaction;sleep_quality,"","",mros1_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slsatpat,How satisfied/dissatisfied are you with your current sleep pattern?,"",choices,"",feel6x,mros_clinical_interview_form;sleep_satisfaction,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slstyslp,Difficulty staying sleep in the last month?,"",choices,"",stat30x,mros_clinical_interview_form;insomnia,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,sltire,"In the past month, on the average, have you been feeling unusually tired during the day?","",choices,"",yndk,mros_clinical_interview_form;sleep_related_impairment;subjective_sleepiness,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,sltirlev,"During the past month, how tired did you feel?","",choices,"",feel5x,mros_clinical_interview_form;sleep_related_impairment;subjective_sleepiness,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slwkerly,Problem waking up too early in the morning in the last month?,"",choices,"",stat30x,mros_clinical_interview_form;insomnia,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Disturbance,slwklev,"During the past month, how weak did you feel?","",choices,"",feel5x,mros_clinical_interview_form;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Sleep Habits,poxslus,What is your usual sleeping arrangement?,"",choices,"",bptypex,mros_clinical_interview_form;sleep_hygiene,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
