folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Administrative,cucmcn1c,Current participant consent for commercial use of data,"",choices,"",noyes,"","",true,""
Administrative,examnumber,MESA exam number,Note: The MESA Sleep ancillary study took place during MESA Exam 5.,choices,"",examnumber,"","",true,""
Administrative,gender1,Gender of the participant,"",choices,"",gender,"","",true,""
Administrative,mesaid,MESA BioLINCC ID,This subject identifier code matches what has been used previously in MESA datasets on BioLINCC.,identifier,"","","","",true,""
Administrative,nsrr_visit,NSRR visit number,"",choices,"",examnumber,"","",true,""
Administrative,nsrrid,NSRR subject identifier,The National Sleep Research Resource (NSRR) subject identifier links the subject's data and files.,identifier,"","","","",true,""
Administrative,race1c,Race/ethnicity of the participant,"Note from MESA Coordinating Center: It is recommended that Investigators make use of the terminology ""race/ethnicity"" when publishing or presenting variable race1c results (e.g. descriptive summaries, associations, ...).  It has been noted that Chinese and Hispanic are not race groups, and that race itself is an ill-defined, non-scientific concept.",choices,"",race,"","",true,""
Administrative,site5c,Site at Exam 5,"",choices,"",site,"","",true,""
Administrative,sleepage5c,Participant Age at MESA Sleep Visit,"",integer,years,"","","",true,""
Administrative,sleepqsid,Sleep questionnaire staff ID,"",string,"","","","","",mesa_sleep_questionnaire
Anthropometry,bmi5c,Body mass index,"",numeric,kilograms per meters squared (kg/m2),"","","","",""
Anthropometry,htcm5,Height (cm),"",numeric,centimeters (cm),"","","","",""
Anthropometry,wtlb5,Weight (lbs),"",numeric,pounds (lb),"","","","",""
Harmonized/Anthropometry,nsrr_bmi,Body mass index (BMI),"Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: :bmi5c:",numeric,kilograms per meters squared (kg/m2),"",bmi,"",true,""
Harmonized/Lifestyle and Behavioral Health,nsrr_current_smoker,Currently smoking cigarettes,"Indicates whether subject currently smokes cigarettes. <br><br>Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: :cursmk5:",choices,"",nsrr_current_smoker,current_smoker;smoking,"",true,""
Harmonized/Lifestyle and Behavioral Health,nsrr_ever_smoker,Ever smoked cigarettes,"Indicates whether subject ever regularly smoked cigarettes. <br><br>Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: :smkstat5:",choices,"",nsrr_ever_smoker,ever_smoker;smoking,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_ahi_hp3r_aasm15,Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep ,"Harmonized by the NSRR team. <br><br> The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended). [Berry RB et al. 2012 (PubMed ID:23066376)] (https://www.ncbi.nlm.nih.gov/pubmed/23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]<br><br> Refer to the source for detailed definition for respiratory events: :ahi_a0h3a:",numeric,number of events per hour,"",ahi_ap0uhp3x3r_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_ahi_hp3u,Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep ,Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: :ahi_a0h3:,numeric,number of events per hour,"",ahi_ap0uhp3x3u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_ahi_hp4r,Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep ,Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: :ahi_a0h4a:,numeric,number of events per hour,"",ahi_ap0uhp3x4r_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_ahi_hp4u_aasm15,Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep,"Harmonized by the NSRR team.<br><br>The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative) Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].<br><br> Refer to the source for detailed definition for respiratory events: :ahi_a0h4:",numeric,number of events per hour,"",ahi_ap0uhp3x4u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_cai,Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep,Harmonized by the NSRR team. Source: :cai0p5:,numeric,number of events per hour,"",cai_ca0u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp3u,Obstructive Apnea-Hypopnea Index: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep ,Harmonized by the NSRR team. Source: :ahi_o0h3:,numeric,number of events per hour,"",icsd;ahi_ap0uhp3x3u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp3u_pb,Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in supine position,Harmonized by the NSRR team. Source: :oahi3_sup5:,numeric,number of events per hour,"",oahi_pb_oa0uhp3x3u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp3u_po,Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in non-supine position,Harmonized by the NSRR team. Source: :oahi3_nsup5:,numeric,number of events per hour,"",oahi_po_oa0uhp3x3u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp3u_sn,Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of NREM sleep ,Harmonized by the NSRR team. Source: :oahi3_nrem5:,numeric,number of events per hour,"",oahi_sn_oa0uhp3x3u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp3u_sr,Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of REM sleep ,Harmonized by the NSRR team. Source: :oahi3_rem5:,numeric,number of events per hour,"",oahi_sr_oa0uhp3x3u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp4u,Obstructive Apnea-Hypopnea Index: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep ,Harmonized by the NSRR team. Source: :ahi_o0h4:,numeric,number of events per hour,"",icsd;oahi_oa0uhp3x4u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp4u_sn,Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep ,Harmonized by the NSRR team. Source: :oahi4_nrem5:,numeric,number of events per hour,"",oahi_sn_oa0uhp3x4u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oahi_hp4u_sr,Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep ,Harmonized by the NSRR team. Source: :oahi4_rem5:,numeric,number of events per hour,"",oahi_sr_oa0uhp3x4u_f1t2,"",true,""
Harmonized/Polysomnography/Apnea-Hypopnea Indices,nsrr_oai,Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep,Harmonized by the NSRR team. Source: :oai0p5:,numeric,number of events per hour,"",oai_oa0u_f1t2,"",true,""
Harmonized/Polysomnography/Arousals,nsrr_phrnumar_f1,Arousal Index: Number of arousals per hour of sleep from polysomnography,Harmonized by the NSRR team. Source: :ai_all5:,numeric,number of events per hour,"",phrnumar_f1t2,"",true,""
Harmonized/Polysomnography/Oxygen Saturation,nsrr_avglvlsa,Average oxygen saturation in sleep,Harmonized by the NSRR team. Source: :avgsat5:,numeric,percent (%),"",avglvlsa_f1t2,"",true,""
Harmonized/Polysomnography/Oxygen Saturation,nsrr_minlvlsa,Minimum oxygen saturation in sleep,Harmonized by the NSRR team. Source: :minsat5:,numeric,percent (%),"",minlvlsa_f1t2,"",true,""
Harmonized/Polysomnography/Signal Quality,nsrr_flag_spsw,Study scored sleep/wake rather than with full sleep staging if there is not sufficient quality on EEG lead. Studies scored as sleep wake have all sleep stages scored using a default of Stage 2 and no arousals are scored.  ,Harmonized by the NSRR team. Source: :slewake5:,choices,"",nsrr_flag_spsw,"","",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_pctdursp_s1,"Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography",Harmonized by the NSRR team. Source: :timest1p5:,numeric,percent (%),"",pctdursp_s1_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_pctdursp_s2,"Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography",Harmonized by the NSRR team. Source: :timest2p5:,numeric,percent (%),"",pctdursp_s2_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_pctdursp_s3,"Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography",Harmonized by the NSRR team. Source: :times34p5:,numeric,percent (%),"",pctdursp_s3_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_pctdursp_sr,"Percentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography",Harmonized by the NSRR team. Source: :timeremp5:,numeric,percent (%),"",pctdursp_sr_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_tib_f1,Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography,"Harmonized by the NSRR team. Conventionally, this would be called time in bed (TIB) <br><br> Source: :time_bed5:",numeric,minutes (min),"",ttlprdbd_f1t2;tib,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_tst_f1,Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography,"Conventionally, this would be called total sleep time (TST) (i.e., total time spent in stage 1 or greater).<br><br>Harmonized by the NSRR team. Source: :slpprdp5:",numeric,minutes (min),"",ttldursp_f1t2;tst,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_ttldursp_s1sr,REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake,Harmonized by the NSRR team. Source: :remlaiip5:,numeric,minutes (min),"",ttldursp_s1sr_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_ttleffsp_f1,"Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography",Harmonized by the NSRR team. Source: :slp_eff5:,numeric,percent (%),"",ttleffsp_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_ttllatsp_f1,Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography,Harmonized by the NSRR team. Source: :slp_lat5:,integer,minutes (min),"",ttllatsp_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_ttlmefsp_f1,"Sleep Maintenance Efficiency: the proportion of total sleep duration (i.e., total sleep time) in sleep period (i.e., interval between sleep onset and offset including wake) from polysomnography",Harmonized by the NSRR team. Source: :slp_maint_eff5:,numeric,percent (%),"",ttlmefsp_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_ttlprdsp_s1sr,REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake,Harmonized by the NSRR team. Source: :rem_lat15:,numeric,minutes (min),"",ttlprdsp_s1sr_f1t2,"",true,""
Harmonized/Polysomnography/Sleep Architecture,nsrr_waso_f1,Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography,Harmonized by the NSRR team. Source: :waso5:,numeric,minutes (min),"",ttldurws_f1t2;waso,"",true,""
Harmonized/Sociodemographics,nsrr_age,Subject age,"Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: :sleepage5c: at Visit 5",numeric,years,"",age,"",true,""
Harmonized/Sociodemographics,nsrr_age_gt89,Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years,"Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: :sleepage5c: at Visit 5",choices,"",nsrr_age_gt89,age_gt89,"",true,""
Harmonized/Sociodemographics,nsrr_race,Subject race,"Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: :race1c: at Visit 5",choices,"",nsrr_race,race,"",true,""
Harmonized/Sociodemographics,nsrr_sex,Subject sex,"Harmonized by the NSRR team to align with <a href=""https://github.com/UW-GAC/topmed-dcc-harmonized-phenotypes"" target=""_blank"">TOPMed</a> and <a href=""https://github.com/uc-cdis/gtex-dictionary/tree/master/gdcdictionary/schemas/"" target=""_blank"">BioDataCatalyst standards</a>. Source: :gender1: at Visit 5",choices,"",nsrr_sex,annotated_sex,"",true,""
Lifestyle and Behavioral Health,cursmk5,Smoked cigarettes in last 30 days,"",choices,"",noyes,smoking,"","",""
Lifestyle and Behavioral Health,smkstat5,Current smoking status,"",choices,"",smokingstatus,smoking,"","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,avnn_fn5,"Normal-to-normal intervals, full night: Mean","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,hf_fn5,"Normal-to-normal intervals between 0.15 and 0.4 Hz, full night: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,hfn_fn5,"Low frequency power, full night: Normalized ratio","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,ihr_fn5,"Instantaneous heart rate, full night: Average","",numeric,beats per minute (bpm),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,lf_fn5,"Normal-to-normal intervals between 0.04 and 0.15 Hz, full night: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,lf_hf_fn5,"Low frequency power / high frequency power, full night","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,lfn_fn5,"High frequency power, full night: Normalized ratio","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,nn_rr_fn5,"Consecutive normal-to-normal intervals / all inter-beat intervals, full night","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,pnn10_fn5,"Adjacent normal-to-normal intervals, full night: Percentage of differences > 10 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,pnn20_fn5,"Adjacent normal-to-normal intervals, full night: Percentage of differences > 20 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,pnn30_fn5,"Adjacent normal-to-normal intervals, full night: Percentage of differences > 30 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,pnn40_fn5,"Adjacent normal-to-normal intervals, full night: Percentage of differences > 40 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,pnn50_fn5,"Adjacent normal-to-normal intervals, full night: Percentage of differences > 50 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,rmssd_fn5,"Adjacent normal-to-normal intervals, full night: Square root of the mean of the squares of differences","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,sdann_fn5,"Normal-to-normal intervals in all 5-minute segments, full night: Standard deviation of the averages","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,sdnn_fn5,"Normal-to-normal intervals, full night: Standard deviation","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,sdnnidx_fn5,"Normal-to-normal intervals in all 5-minute segments, full night: Mean of the standard deviations","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,totpwr_fn5,"Normal-to-normal intervals up to 0.04 Hz, full night: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,ulf_fn5,"Normal-to-normal intervals up to 0.003 Hz, full night: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Full Night,vlf_fn5,"Normal-to-normal intervals between 0.003 and 0.04 Hz (and between 0 and 0.04 Hz in 5-minute windows), full night: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,avnn_5m5,"Normal-to-normal intervals, non-overlapping windows: Mean","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,hf_5m5,"Normal-to-normal intervals between 0.15 and 0.4 Hz, non-overlapping windows: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,hfn_5m5,"Low frequency power, non-overlapping windows: Normalized ratio","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,ihr_5m5,"Instantaneous heart rate, non-overlapping windows: Average","",numeric,beats per minute (bpm),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,lf_5m5,"Normal-to-normal intervals between 0.04 and 0.15 Hz, non-overlapping windows: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,lf_hf_5m5,"Low frequency power / high frequency power, non-overlapping windows","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,lfn_5m5,"High frequency power, non-overlapping windows: Normalized ratio","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,nn_rr_5m5,"Consecutive normal-to-normal intervals / all inter-beat intervals, non-overlapping windows","",numeric,"","","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,pnn10_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 10 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,pnn20_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 20 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,pnn30_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 30 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,pnn40_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 40 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,pnn50_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 50 ms","",numeric,percent (%),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,rmssd_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Square root of the mean of the squares of differences","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,sdnn_5m5,"Normal-to-normal intervals, non-overlapping windows: Standard deviation","",numeric,milliseconds (ms),"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,totpwr_5m5,"Normal-to-normal intervals up to 0.04 Hz, non-overlapping windows: Total spectral power","",numeric,milliseconds squared,"","","","",""
Physiologic Measurements/Cardiovascular Assessments/Heart Rate Variability/Non-Overlapping Windows,vlf_5m5,"Normal-to-normal intervals between 0.003 and 0.04 Hz (and between 0 and 0.04 Hz in 5-minute windows), non-overlapping windows:  Total spectral power","",numeric,milliseconds squared,"","","","",""
Sleep Questionnaires/Chronotype,feelngbstpk5,"Horne-Ostberg Morningness-Eveningness Questionnaire: Time of day reaching ""feeling best"" peak","Item from the modified Horne-Ostberg Morningness-Eveningness Questionnaire. [Horne JA and Ostberg O, 1976 (PubMed ID: 1027738)](https://www.ncbi.nlm.nih.gov/pubmed/1027738) <br><br> Original question: *19. At what time of the day do you think that you reach your ""feeling best"" peak?* <br><br> [Search for all HOMEQ variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=homeq)",choices,"",feelingpeak,chronotype;homeq;homeq_19feelbest,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Chronotype,feelngbstr5,Horne-Ostberg Morningness-Eveningness Questionnaire: Ideal scheduled wake time,"Item from the modified Horne-Ostberg Morningness-Eveningness Questionnaire. [Horne JA and Ostberg O, 1976 (PubMed ID: 1027738)](https://www.ncbi.nlm.nih.gov/pubmed/1027738) <br><br> Original question: *16. Considering only your own ""feeling best"" rhythm, at what time would you get up if you were entirely free to plan your day?* <br><br> [Search for all HOMEQ variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=homeq)",choices,"",feelingbest,chronotype;homeq;homeq_02wake,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Chronotype,hoostmeq5c,Modified Horne-Ostberg Morningness-Eveningness Questionnaire (MEQ) Score,"Calculated Summary score based on modified Horne-Ostberg Morningness-Eveningness Questionnaire. Participants with an MEQ >= 18 were considered to have a morning preference, those with an MEQ between 11 and 18 were considered to have an intermediate preference, and participants with an MEQ <= 11 were considered to have an evening preference. [Horne JA and Ostberg O, 1976 (PubMed ID: 1027738)](https://www.ncbi.nlm.nih.gov/pubmed/1027738)<br><br> [Search for all HOMEQ variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=homeq)",integer,"","",chronotype;homeq;homeq_score,"",true,mesa_sleep_questionnaire
Sleep Questionnaires/Chronotype,mosttired4,Horne-Ostberg Morningness-Eveningness Questionnaire: Time of evening you need sleep,"Item from the modified Horne-Ostberg Morningness-Eveningness Questionnaire. [Horne JA and Ostberg O, 1976 (PubMed ID: 1027738)](https://www.ncbi.nlm.nih.gov/pubmed/1027738) <br><br> Original question: *18. At what time in the evening do you feel most tired and, as a result, most in need of sleep?* <br><br> [Search for all HOMEQ variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=homeq)",choices,"",mosttired,chronotype;homeq;homeq_09needslp,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Chronotype,tired5,Horne-Ostberg Morningness-Eveningness Questionnaire: Tiredness during first half-hour after waking,"Item from the modified Horne-Ostberg Morningness-Eveningness Questionnaire. [Horne JA and Ostberg O, 1976 (PubMed ID: 1027738)](https://www.ncbi.nlm.nih.gov/pubmed/1027738) <br><br> Original question: *17. During the first half hour after having woken in the morning, how  tired do you feel?* <br><br> [Search for all HOMEQ variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=homeq)",choices,"",tiredafter,chronotype;homeq;homeq_08tired,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Chronotype,types5,Horne-Ostberg Morningness-Eveningness Questionnaire: Morning or evening type,"Item from the modified Horne-Ostberg Morningness-Eveningness Questionnaire. [Horne JA and Ostberg O, 1976 (PubMed ID: 1027738)](https://www.ncbi.nlm.nih.gov/pubmed/1027738) <br><br> Original question: *20. One hears about ""morning"" and ""evening"" types of people. Which ONE of these types do you consider yourself to be?* <br><br> [Search for all HOMEQ variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=homeq)",choices,"",persontype,chronotype;homeq;homeq_04type,"","",mesa_sleep_questionnaire
Sleep Questionnaires/General and Sleep Disorder Screening,insmnia5,Insomnia: Self-reported diagnosis by a physician,Original question: *21b. Have you been told by a doctor that you have any of the following: Insomnia?*,choices,"",noyes,insomnia;nhanes_08insomnia,"","",mesa_sleep_questionnaire
Sleep Questionnaires/General and Sleep Disorder Screening,rstlesslgs5,Restless Legs: Self-reported diagnosis by a physician,Original question: *21c. Have you been told by a doctor that you have any of the following: Restless Legs?*,choices,"",noyes,rls_plms;nhanes_09rls,"","",mesa_sleep_questionnaire
Sleep Questionnaires/General and Sleep Disorder Screening,slpapnea5,Sleep Apnea: Self-reported diagnosis by a physician,"Original question: *21a. Have you been told by a doctor that you have any of the following: Sleep Apnea (or obstructive sleep apnea, OSA)?*",choices,"",noyes,sdb;nhanes_07apnea,"","",mesa_sleep_questionnaire
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),car5,"Epworth Sleepiness Scale: Chance of dozing while in a car, while stopped for a few minutes in traffic","Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888) <br><br> Original question: *What is the chance that you would doze off or fall asleep (or just ""feel tired"") in each of the following situations? 12h. In a car, while stopped for a few minutes in traffic* <br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=epworth) ",choices,"",dozingchance,subjective_sleepiness;epworth;ess_8stoppedcar,"","",mesa_sleep_questionnaire
