folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep and Circadian Studies/Actigraphy/Light,avgwhitetaltnw5,"Average white light time above 1,000 microwatts per square centimeter threshold over 24-hour periods in non-workdays from actigraphy","",numeric,minutes (min),"",avgtallw_ib_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Light,avgwhitetaltwd5,"Average white light time above 1,000 microwatts per square centimeter threshold over 24-hour periods in weekdays from actigraphy","",numeric,minutes (min),"",avgtallw_ib_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Light,avgwhitetaltwe5,"Average white light time above 1,000 microwatts per square centimeter threshold over 24-hour periods in weekends from actigraphy","",numeric,minutes (min),"",avgtallw_ib_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Light,avgwhitetaltwo5,"Average white light time above 1,000 microwatts per square centimeter threshold over 24-hour periods in workdays from actigraphy","",numeric,minutes (min),"",avgtallw_ib_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avg24hrsleep5,Average daily total sleep duration in main sleep and naps combined in all days from actigraphy,"",numeric,minutes (min),"",avgdursp_ib_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avg24hrsleepnw5,Average daily total sleep duration in main sleep and naps combined in non-workdays from actigraphy,"",numeric,minutes (min),"",avgdursp_ib_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avg24hrsleepwd5,Average daily total sleep duration in main sleep and naps combined in weekdays from actigraphy,"",numeric,minutes (min),"",avgdursp_ib_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avg24hrsleepwe5,Average daily total sleep duration in main sleep and naps combined in weekends from actigraphy,"",numeric,minutes (min),"",avgdursp_ib_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avg24hrsleepwo5,Average daily total sleep duration in main sleep and naps combined in workdays from actigraphy,"",numeric,minutes (min),"",avgdursp_ib_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgefficiency5,Average daily sleep efficiency in all days from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e., total sleep time, TST) in total rest period (i.e., rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent (%),"",avgeffsp_im_w7_f2,"",true,""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgefficiencynw5,Average daily sleep efficiency in non-workdays from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e., total sleep time, TST) in total rest period (i.e., rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent (%),"",avgeffsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgefficiencywd5,Average daily sleep efficiency in weekdays from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e., total sleep time, TST) in total rest period (i.e., rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent (%),"",avgeffsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgefficiencywe5,Average daily sleep efficiency in weekends from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e., total sleep time, TST) in total rest period (i.e., rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent (%),"",avgeffsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgefficiencywo5,Average daily sleep efficiency in workdays from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e., total sleep time, TST) in total rest period (i.e., rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent (%),"",avgeffsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgfragmentation5,Average daily total sleep fragmentation index in main sleep in all days from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e., total time in bed). The total sleep fragmentation index is the sum of FI and MI. [ActiGraph validation reference](https://actigraphcorp.my.site.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference#:~:text=The%20higher%20the%20index%2C%20the,total%20sleep%20time%20(TTS))",numeric,percent (%),"",avgindfg_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgfragmentationnw5,Average daily total sleep fragmentation index in main sleep in non-workdays from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e., total time in bed). The total sleep fragmentation index is the sum of FI and MI. [ActiGraph validation reference](https://actigraphcorp.my.site.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference#:~:text=The%20higher%20the%20index%2C%20the,total%20sleep%20time%20(TTS))",numeric,percent (%),"",avgindfg_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgfragmentationwd5,Average daily total sleep fragmentation index in main sleep in weekdays from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e., total time in bed). The total sleep fragmentation index is the sum of FI and MI. [ActiGraph validation reference](https://actigraphcorp.my.site.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference#:~:text=The%20higher%20the%20index%2C%20the,total%20sleep%20time%20(TTS))",numeric,percent (%),"",avgindfg_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgfragmentationwe5,Average daily total sleep fragmentation index in main sleep in weekends from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e., total time in bed). The total sleep fragmentation index is the sum of FI and MI.  [ActiGraph validation reference](https://actigraphcorp.my.site.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference#:~:text=The%20higher%20the%20index%2C%20the,total%20sleep%20time%20(TTS))",numeric,percent (%),"",avgindfg_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgfragmentationwo5,Average daily total sleep fragmentation index in main sleep in workdays from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e., total time in bed). The total sleep fragmentation index is the sum of FI and MI. [ActiGraph validation reference](https://actigraphcorp.my.site.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference#:~:text=The%20higher%20the%20index%2C%20the,total%20sleep%20time%20(TTS))",numeric,percent (%),"",avgindfg_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedduration5,Average daily duration of rest period in all days from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",avgprdbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbeddurationnw5,Average daily duration of rest period in non-workdays from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",avgprdbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbeddurationwd5,Average daily duration of rest period in weekdays from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",avgprdbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbeddurationwe5,Average daily duration of rest period in weekends from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",avgprdbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbeddurationwo5,Average daily duration of rest period in workdays from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",avgprdbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedtime5,Average daily start time for rest period in all days from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,"","",avgbptbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedtimenw5,Average daily start time for rest period in non-workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,"","",avgbptbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedtimewd5,Average daily start time for rest period in weekdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,"","",avgbptbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedtimewe5,Average daily start time for rest period in weekends from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,"","",avgbptbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedtimewo5,Average daily start time for rest period in workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,"","",avgbptbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedwake5,Average daily duration of wake in bed in all days from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes (min),"",avgdurwk_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedwakenw5,Average daily duration of wake in bed in non-workdays from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes (min),"",avgdurwk_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedwakewd5,Average daily duration of wake in bed in weekdays from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes (min),"",avgdurwk_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedwakewe5,Average daily duration of wake in bed in weekends from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes (min),"",avgdurwk_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avginbedwakewo5,Average daily duration of wake in bed in workdays from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes (min),"",avgdurwk_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainsleep5,Average daily total sleep duration in main sleep in all days from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes (min),"",avgdursp_im_w7_f2;tst,"",true,""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainsleepnw5,Average daily total sleep duration in main sleep in non-workdays from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes (min),"",avgdursp_im_wn_f2;tst,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainsleepwd5,Average daily total sleep duration in main sleep in weekdays from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes (min),"",avgdursp_im_w5_f2;tst,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainsleepwe5,Average daily total sleep duration in main sleep in weekends from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes (min),"",avgdursp_im_w2_f2;tst,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainsleepwo5,Average daily total sleep duration in main sleep in workdays from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes (min),"",avgdursp_im_ww_f2;tst,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainteff5,Average daily sleep maintenance efficiency in all days from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",avgmefsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainteffnw5,Average daily sleep maintenance efficiency in non-workdays from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",avgmefsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainteffwd5,Average daily sleep maintenance efficiency in weekdays from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",avgmefsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainteffwe5,Average daily sleep maintenance efficiency in weekends from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",avgmefsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgmainteffwo5,Average daily sleep maintenance efficiency in workdays from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",avgmefsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapsall5,Average daily number of naps in all days from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,number of events,"",pdynumnp_in_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapsallnw5,Average daily number of naps in non-workdays from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,number of events,"",pdynumnp_in_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapsallwd5,Average daily number of naps in weekdays from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,number of events,"",pdynumnp_in_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapsallwe5,Average daily number of naps in weekends from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,number of events,"",pdynumnp_in_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapsallwo5,Average daily number of naps in workdays from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,number of events,"",pdynumnp_in_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleep155,Average daily number of naps (>= 15 minutes) in all days from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleep15nw5,Average daily number of naps (>= 15 minutes) in non-workdays from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleep15wd5,Average daily number of naps (>= 15 minutes) in weekdays from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleep15we5,Average daily number of naps (>= 15 minutes) in weekends from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleep15wo5,Average daily number of naps  (>= 15 minutes) in workdays from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleep5,Average daily number of naps (with some sleep are counted) in all days from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleepnw5,Average daily number of naps (with some sleep are counted) in non-workdays from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleepwd5,Average daily number of naps (with some sleep are counted) in weekdays from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleepwe5,Average daily number of naps (with some sleep are counted) in weekends from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgnnapssleepwo5,Average daily number of naps (with some sleep are counted) in workdays from actigraphy,"",numeric,number of events,"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgonsetlatency5,Average daily sleep onset latency in all days from actigraphy,"Sleep latency is the interval between the start of rest period (i.e., rest interval) and sleep onset time in main sleep.",numeric,minutes (min),"",avglatsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgonsetlatencynw5,Average daily sleep onset latency in non-workdays from actigraphy,"Sleep latency is the interval between the start of rest period (i.e., rest interval) and sleep onset time in main sleep.",numeric,minutes (min),"",avglatsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgonsetlatencywd5,Average daily sleep onset latency in weekdays from actigraphy,"Sleep latency is the interval between the start of rest period (i.e., rest interval) and sleep onset time in main sleep.",numeric,minutes (min),"",avglatsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgonsetlatencywe5,Average daily sleep onset latency in weekends from actigraphy,"Sleep latency is the interval between the start of rest period (i.e., rest interval) and sleep onset time in main sleep.",numeric,minutes (min),"",avglatsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgonsetlatencywo5,Average daily sleep onset latency in workdays from actigraphy,"Sleep latency is the interval between the start of rest period (i.e., rest interval) and sleep onset time in main sleep.",numeric,minutes (min),"",avglatsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgoutbedtime5,Average daily end time for rest period in all days from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",avgeptbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgoutbedtimenw5,Average daily end time for rest period in non-workdays from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",avgeptbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgoutbedtimewd5,Average daily end time for rest period in weekdays from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",avgeptbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgoutbedtimewe5,Average daily end time for rest period in weekends from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",avgeptbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgoutbedtimewo5,Average daily end time for rest period in workdays from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",avgeptbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgrestmidpoint5,Average daily midpoint for rest period in main sleep in all days from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",avgmptbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgrestmidpointnw5,Average daily midpoint for rest period in main sleep in non-workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",avgmptbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgrestmidpointwd5,Average daily midpoint for rest period in main sleep in weekdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",avgmptbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgrestmidpointwe5,Average daily midpoint for rest period in main sleep in weekends from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",avgmptbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgrestmidpointwo5,Average daily midpoint for rest period in main sleep in workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",avgmptbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepbouts5,Average daily number of sleep bouts in main sleep in all days from actigraphy,"sleep bouts are continuous blocks, one or more epochs in duration, with each epoch of each block scored as ""sleep"", between the start time and the end time of the given interval.",numeric,number of events,"",avgbotsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepboutsnw5,Average daily number of sleep bouts in main sleep in non-workdays from actigraphy,"sleep bouts are continuous blocks, one or more epochs in duration, with each epoch of each block scored as ""sleep"", between the start time and the end time of the given interval.",numeric,number of events,"",avgbotsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepboutswd5,Average daily number of sleep bouts in main sleep in weekdays from actigraphy,"sleep bouts are continuous blocks, one or more epochs in duration, with each epoch of each block scored as ""sleep"", between the start time and the end time of the given interval.",numeric,number of events,"",avgbotsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepboutswe5,Average daily number of sleep bouts in main sleep in weekends from actigraphy,"sleep bouts are continuous blocks, one or more epochs in duration, with each epoch of each block scored as ""sleep"", between the start time and the end time of the given interval.",numeric,number of events,"",avgbotsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepboutswo5,Average daily number of sleep bouts in main sleep in workdays from actigraphy,"sleep bouts are continuous blocks, one or more epochs in duration, with each epoch of each block scored as ""sleep"", between the start time and the end time of the given interval.",numeric,number of events,"",avgbotsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepmidpoint5,Average daily midpoint for sleep period in all days from actigraphy,"Sleep period is (i.e., total sleep time, TST) the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",avgmptsp_im_w7_f2,"",true,""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepmidpointnw5,Average daily midpoint for sleep period in non-workdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",avgmptsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepmidpointwd5,Average daily midpoint for sleep period in weekdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",avgmptsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepmidpointwe5,Average daily midpoint for sleep period in weekends from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",avgmptsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepmidpointwo5,Average daily midpoint for sleep period in workdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",avgmptsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepnapdaily155,Average daily total sleep duration in naps (>= 15 minutes) in all days from actigraphy,"",numeric,minutes (min),"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepnapdaily15nw5,Average daily total sleep duration in naps (>= 15 minutes) in non-workdays from actigraphy,"",numeric,minutes (min),"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepnapdaily15wd5,Average daily total sleep duration in naps (>= 15 minutes) in weekdays from actigraphy,"",numeric,minutes (min),"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepnapdaily15we5,Average daily total sleep duration in naps (>= 15 minutes) in all weekends from actigraphy,"",numeric,minutes (min),"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepnapdaily15wo5,Average daily total sleep duration in naps (>= 15 minutes) in workdays from actigraphy,"",numeric,minutes (min),"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepnapdaily5,Average daily total sleep duration in naps (with some sleep are counted) in all days from actigraphy,"",numeric,minutes (min),"","","","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,avgsleepnapdailyrd5,Average daily total sleep duration in naps (with some sleep are counted) in non-workdays from actigraphy,"",numeric,minutes (min),"","","","",""
